,exact_match,f1
0,0.0,22.22222222222222
1,0.0,37.5
2,0.0,30.303030303030297
3,0.0,0.0
4,0.0,57.14285714285715
5,0.0,8.695652173913045
6,0.0,68.08510638297872
7,0.0,8.16326530612245
8,0.0,19.672131147540984
9,0.0,34.37500000000001
10,0.0,33.333333333333336
11,0.0,5.88235294117647
12,0.0,42.5
13,0.0,35.294117647058826
14,0.0,50.90909090909091
15,0.0,61.904761904761905
16,0.0,83.87096774193547
17,0.0,44.44444444444444
18,0.0,34.285714285714285
19,0.0,29.411764705882355
20,0.0,35.71428571428571
21,0.0,34.146341463414636
22,0.0,31.428571428571427
23,0.0,50.0
24,0.0,43.18181818181818
25,0.0,47.99999999999999
26,0.0,55.696202531645575
27,0.0,75.32467532467533
28,0.0,54.54545454545454
29,0.0,46.808510638297875
30,0.0,84.21052631578948
31,0.0,72.1311475409836
32,0.0,60.317460317460316
33,0.0,60.0
34,0.0,95.23809523809523
35,0.0,72.0
36,0.0,55.55555555555556
37,0.0,71.7948717948718
38,100.0,100.0
39,0.0,53.65853658536586
40,0.0,38.961038961038966
41,0.0,38.46153846153847
42,0.0,37.83783783783783
43,0.0,25.0
44,0.0,53.846153846153854
45,0.0,47.76119402985074
46,0.0,56.41025641025642
47,0.0,57.14285714285714
48,100.0,100.0
49,0.0,70.96774193548387
50,0.0,57.14285714285714
51,0.0,58.333333333333336
52,0.0,70.0
53,0.0,48.484848484848484
54,0.0,71.7948717948718
55,0.0,77.41935483870968
56,0.0,43.333333333333336
57,0.0,40.67796610169492
58,0.0,54.54545454545454
59,0.0,45.9016393442623
60,0.0,44.44444444444445
61,0.0,87.17948717948718
62,0.0,37.68115942028986
63,0.0,48.48484848484849
64,0.0,50.0
65,0.0,60.60606060606061
66,0.0,77.77777777777779
67,0.0,33.9622641509434
68,0.0,21.21212121212121
69,0.0,59.64912280701755
70,0.0,61.29032258064516
71,0.0,47.61904761904763
72,0.0,44.06779661016949
73,0.0,30.508474576271187
74,0.0,33.333333333333336
75,0.0,36.84210526315789
76,0.0,32.78688524590164
77,0.0,43.63636363636364
78,0.0,21.73913043478261
79,0.0,34.78260869565217
80,0.0,50.74626865671641
81,0.0,93.02325581395348
82,0.0,65.11627906976743
83,0.0,83.72093023255815
84,0.0,38.70967741935484
85,0.0,50.0
86,0.0,22.950819672131146
87,0.0,62.264150943396224
88,0.0,62.22222222222222
89,0.0,74.19354838709677
90,0.0,54.54545454545454
91,100.0,100.0
92,0.0,69.56521739130436
93,0.0,48.275862068965516
94,100.0,100.0
95,0.0,50.0
96,0.0,76.92307692307693
97,0.0,43.13725490196079
98,0.0,85.71428571428572
99,0.0,34.92063492063492
100,0.0,26.373626373626376
101,0.0,71.05263157894737
102,0.0,66.66666666666666
103,0.0,50.0
104,0.0,65.3061224489796
105,0.0,51.16279069767441
106,0.0,55.072463768115945
107,0.0,61.97183098591549
108,0.0,26.415094339622634
109,0.0,23.52941176470588
110,0.0,45.90163934426229
111,0.0,40.74074074074074
112,0.0,50.0
113,0.0,80.85106382978724
114,0.0,44.44444444444444
115,0.0,37.83783783783784
116,0.0,59.45945945945945
117,0.0,67.85714285714285
118,0.0,52.83018867924528
119,0.0,39.28571428571429
120,0.0,46.42857142857142
121,0.0,30.303030303030305
122,0.0,45.28301886792453
123,0.0,33.80281690140845
124,0.0,35.82089552238806
125,0.0,34.666666666666664
126,0.0,29.33333333333333
127,0.0,32.91139240506329
128,0.0,30.0
129,0.0,31.57894736842105
130,0.0,21.052631578947366
131,100.0,100.0
132,0.0,41.97530864197531
133,0.0,62.22222222222222
134,0.0,56.14035087719298
135,0.0,27.586206896551722
136,0.0,66.66666666666667
137,0.0,63.15789473684211
138,0.0,86.95652173913044
139,0.0,72.22222222222221
140,0.0,79.16666666666667
141,0.0,22.95081967213115
142,0.0,41.66666666666667
143,0.0,88.8888888888889
144,0.0,61.29032258064516
145,0.0,54.83870967741935
146,0.0,44.44444444444444
147,0.0,65.51724137931035
148,0.0,52.500000000000014
149,0.0,41.791044776119406
150,0.0,63.63636363636363
151,0.0,83.33333333333333
152,0.0,53.06122448979591
153,0.0,44.897959183673464
154,0.0,37.142857142857146
155,0.0,30.303030303030305
156,0.0,61.53846153846153
157,0.0,55.172413793103445
158,0.0,43.33333333333333
159,0.0,52.307692307692314
160,0.0,85.71428571428571
161,0.0,58.333333333333336
162,0.0,63.04347826086957
163,0.0,75.55555555555554
164,0.0,84.44444444444443
165,0.0,30.188679245283012
166,0.0,42.10526315789473
167,0.0,46.666666666666664
168,0.0,74.07407407407408
169,0.0,84.84848484848484
170,0.0,51.85185185185185
171,0.0,52.83018867924527
172,0.0,53.846153846153854
173,0.0,88.46153846153845
174,0.0,77.41935483870968
175,100.0,100.0
176,0.0,86.48648648648648
177,0.0,70.27027027027027
178,0.0,50.84745762711865
179,0.0,73.17073170731707
180,0.0,36.58536585365854
181,0.0,86.95652173913044
182,0.0,61.81818181818181
183,0.0,61.53846153846153
184,0.0,36.11111111111111
185,0.0,33.76623376623377
186,0.0,89.47368421052632
187,0.0,32.0
188,0.0,33.84615384615385
189,0.0,38.46153846153846
190,0.0,28.57142857142857
191,0.0,32.911392405063296
192,0.0,47.88732394366197
193,0.0,37.83783783783783
194,0.0,39.39393939393939
195,0.0,22.857142857142858
196,0.0,33.9622641509434
197,0.0,76.92307692307693
198,0.0,69.23076923076923
199,0.0,40.909090909090914
200,0.0,53.06122448979592
201,0.0,59.57446808510638
202,100.0,100.0
203,100.0,100.0
204,0.0,41.86046511627907
205,0.0,45.283018867924525
206,0.0,45.33333333333333
207,0.0,41.79104477611941
208,0.0,77.19298245614036
209,100.0,100.0
210,0.0,25.454545454545453
211,0.0,80.0
212,0.0,80.0
213,0.0,40.0
214,0.0,48.64864864864865
215,0.0,45.16129032258064
216,0.0,54.05405405405405
217,0.0,39.34426229508197
218,0.0,55.69620253164557
219,0.0,30.23255813953488
220,0.0,90.19607843137256
221,0.0,84.00000000000001
222,0.0,95.23809523809523
223,0.0,58.22784810126582
224,0.0,76.1904761904762
225,0.0,52.941176470588246
226,0.0,81.69014084507043
227,0.0,97.36842105263158
228,0.0,94.44444444444444
229,0.0,82.92682926829269
230,0.0,24.324324324324326
231,0.0,31.746031746031743
232,0.0,45.16129032258064
233,0.0,45.16129032258064
234,0.0,48.275862068965516
235,0.0,60.27397260273973
236,0.0,39.50617283950618
237,0.0,26.666666666666668
238,0.0,51.42857142857144
239,0.0,49.275362318840585
240,0.0,38.70967741935484
241,0.0,63.1578947368421
242,0.0,69.56521739130436
243,0.0,72.3404255319149
244,0.0,68.42105263157895
245,0.0,76.36363636363637
246,0.0,97.2972972972973
247,0.0,39.130434782608695
248,0.0,64.0
249,0.0,46.666666666666664
250,0.0,88.37209302325581
251,0.0,35.29411764705882
252,0.0,35.8974358974359
253,0.0,46.666666666666664
254,0.0,60.0
255,0.0,37.2093023255814
256,0.0,70.0
257,0.0,81.81818181818181
258,0.0,61.111111111111114
259,0.0,97.67441860465117
260,0.0,59.45945945945945
261,0.0,67.79661016949152
262,0.0,86.36363636363636
263,0.0,92.68292682926828
264,0.0,23.18840579710145
265,0.0,47.368421052631575
266,0.0,38.596491228070185
267,0.0,17.142857142857142
268,0.0,17.91044776119403
269,0.0,56.41025641025641
270,0.0,64.22018348623853
271,0.0,64.95726495726495
272,0.0,45.09803921568628
273,0.0,48.78048780487805
274,0.0,52.5
275,0.0,51.685393258426956
276,0.0,25.0
277,0.0,78.26086956521739
278,0.0,82.75862068965517
279,0.0,16.666666666666668
280,0.0,36.58536585365854
281,0.0,92.3076923076923
282,0.0,84.0
283,0.0,52.3076923076923
284,0.0,75.86206896551725
285,0.0,33.333333333333336
286,0.0,50.98039215686274
287,0.0,82.14285714285714
288,0.0,60.0
289,0.0,75.86206896551724
290,0.0,38.70967741935483
291,0.0,31.818181818181817
292,0.0,36.0655737704918
293,0.0,33.84615384615385
294,0.0,21.052631578947363
295,0.0,31.428571428571423
296,0.0,40.0
297,0.0,31.428571428571427
298,0.0,55.55555555555556
299,0.0,55.319148936170215
300,0.0,29.09090909090909
301,0.0,32.35294117647059
302,0.0,34.21052631578947
303,0.0,41.55844155844156
304,0.0,37.68115942028986
305,0.0,50.0
306,0.0,63.829787234042556
307,0.0,82.92682926829269
308,0.0,85.71428571428572
309,0.0,66.66666666666666
310,100.0,100.0
311,100.0,100.0
312,0.0,37.73584905660377
313,0.0,71.23287671232877
314,0.0,66.66666666666666
315,0.0,67.53246753246754
316,0.0,52.52525252525253
317,0.0,63.366336633663366
318,0.0,93.33333333333333
319,0.0,66.66666666666666
320,0.0,56.52173913043478
321,0.0,55.69620253164557
322,0.0,67.92452830188678
323,0.0,92.7536231884058
324,0.0,42.66666666666667
325,0.0,82.75862068965517
326,0.0,73.6842105263158
327,0.0,79.56989247311827
328,0.0,93.33333333333333
329,0.0,30.508474576271183
330,0.0,96.7741935483871
331,0.0,60.97560975609756
332,0.0,54.23728813559322
333,0.0,37.333333333333336
334,0.0,96.00000000000001
335,0.0,91.35802469135803
336,0.0,77.77777777777777
337,0.0,76.92307692307693
338,0.0,56.14035087719298
339,0.0,61.702127659574465
340,100.0,100.0
341,0.0,87.71929824561403
342,0.0,54.16666666666667
343,0.0,69.56521739130434
344,0.0,31.70731707317073
345,0.0,30.136986301369866
346,0.0,57.14285714285715
347,0.0,94.73684210526315
348,0.0,41.9753086419753
349,0.0,51.685393258426956
350,0.0,84.375
351,0.0,55.670103092783506
352,0.0,68.57142857142856
353,0.0,48.57142857142857
354,0.0,28.947368421052634
355,0.0,27.11864406779661
356,0.0,52.459016393442624
357,0.0,28.301886792452823
358,0.0,68.13186813186813
359,0.0,66.66666666666666
360,0.0,40.96385542168674
361,0.0,35.714285714285715
362,0.0,40.0
363,0.0,38.297872340425535
364,0.0,55.319148936170215
365,0.0,49.230769230769226
366,0.0,51.94805194805194
367,0.0,52.63157894736842
368,0.0,46.753246753246756
369,0.0,27.272727272727277
370,0.0,28.57142857142857
371,0.0,30.985915492957744
372,0.0,28.571428571428577
373,0.0,41.17647058823529
374,0.0,51.85185185185185
375,0.0,54.54545454545454
376,0.0,76.66666666666666
377,0.0,70.27027027027027
378,0.0,63.888888888888886
379,0.0,42.10526315789474
380,0.0,33.76623376623377
381,0.0,68.96551724137932
382,0.0,33.70786516853933
383,0.0,51.76470588235295
384,0.0,38.96103896103896
385,0.0,53.16455696202531
386,0.0,40.909090909090914
387,0.0,56.00000000000001
388,0.0,39.436619718309856
389,0.0,44.44444444444445
390,0.0,66.66666666666666
391,0.0,39.436619718309856
392,0.0,45.56962025316456
393,100.0,100.0
394,0.0,80.0
395,0.0,55.55555555555556
396,0.0,58.536585365853654
397,0.0,42.66666666666667
398,0.0,59.09090909090909
399,0.0,34.285714285714285
400,0.0,45.070422535211264
401,0.0,26.31578947368421
402,0.0,49.180327868852466
403,0.0,65.67164179104478
