,exact_match,f1
0,0.0,0.0
1,0.0,40.0
2,0.0,73.33333333333334
3,0.0,50.0
4,0.0,73.46938775510205
5,0.0,66.66666666666666
6,0.0,66.66666666666666
7,100.0,100.0
8,0.0,15.384615384615385
9,0.0,59.45945945945945
10,0.0,17.543859649122805
11,0.0,10.0
12,0.0,30.76923076923077
13,0.0,31.03448275862069
14,0.0,20.833333333333332
15,0.0,37.5
16,0.0,75.00000000000001
17,100.0,100.0
18,0.0,30.303030303030305
19,0.0,6.666666666666667
20,0.0,91.66666666666666
21,0.0,30.76923076923077
22,0.0,28.125000000000007
23,0.0,31.884057971014496
24,0.0,28.915662650602407
25,0.0,27.397260273972602
26,0.0,20.0
27,0.0,72.72727272727273
28,0.0,0.0
29,0.0,0.0
30,0.0,17.142857142857142
31,0.0,65.0
32,0.0,55.55555555555556
33,0.0,75.67567567567566
34,0.0,95.23809523809523
35,100.0,100.0
36,0.0,41.37931034482759
37,0.0,87.50000000000001
38,0.0,92.85714285714286
39,0.0,0.0
40,0.0,13.333333333333334
41,0.0,39.21568627450981
42,0.0,45.16129032258064
43,0.0,25.925925925925924
44,0.0,60.0
45,0.0,57.14285714285715
46,0.0,71.64179104477611
47,0.0,78.78787878787878
48,100.0,100.0
49,0.0,28.571428571428577
50,0.0,47.61904761904762
51,0.0,70.0
52,0.0,67.6056338028169
53,0.0,49.12280701754386
54,0.0,84.21052631578948
55,0.0,96.7741935483871
56,100.0,100.0
57,0.0,48.14814814814816
58,0.0,48.148148148148145
59,0.0,41.50943396226415
60,0.0,43.63636363636363
61,0.0,32.14285714285714
62,0.0,45.16129032258064
63,0.0,85.71428571428571
64,0.0,68.18181818181817
65,0.0,90.9090909090909
66,0.0,41.509433962264154
67,0.0,51.85185185185186
68,0.0,9.836065573770492
69,0.0,12.76595744680851
70,0.0,43.333333333333336
71,0.0,48.00000000000001
72,0.0,21.81818181818182
73,0.0,80.0
74,0.0,80.00000000000001
75,0.0,88.23529411764706
76,0.0,66.66666666666666
77,0.0,59.45945945945945
78,0.0,3.225806451612903
79,0.0,12.903225806451612
80,0.0,18.749999999999996
81,0.0,22.22222222222222
82,0.0,23.728813559322035
83,0.0,22.857142857142858
84,0.0,23.076923076923077
85,0.0,56.41025641025641
86,0.0,16.3265306122449
87,0.0,58.82352941176471
88,0.0,59.09090909090908
89,0.0,21.917808219178077
90,100.0,100.0
91,100.0,100.0
92,0.0,76.1904761904762
93,0.0,22.222222222222225
94,0.0,15.151515151515152
95,0.0,35.29411764705882
96,0.0,9.75609756097561
97,0.0,17.391304347826086
98,0.0,9.09090909090909
99,0.0,18.181818181818183
100,0.0,8.955223880597016
101,0.0,8.955223880597016
102,0.0,40.625
103,0.0,46.875
104,0.0,94.11764705882352
105,0.0,9.523809523809524
106,0.0,60.317460317460316
107,0.0,42.62295081967213
108,0.0,11.76470588235294
109,0.0,0.0
110,0.0,10.0
111,0.0,11.538461538461538
112,0.0,6.666666666666667
113,0.0,12.121212121212121
114,0.0,94.44444444444444
115,0.0,56.25
116,0.0,43.75
117,100.0,100.0
118,0.0,70.27027027027026
119,0.0,14.814814814814813
120,100.0,100.0
